id	reg	vb	hinc	hmem	hint	fixline	hcar	sex	agecat	marits	red	empst	hhead	pinc	sim	seg_ls	dog	cat	q40_12	q34#11	q34#12	q34#13	q34#14	q34#15	q34#16	q34#17	q34#18	q34#19	q34#20	q34#21	q34#22	q34#23	q34#24	q34#25	q34#26	q34#27	q34#28	q34#29
1422	53	2	17	4	2	1	1	2	5	2	1	9	2	26	1	3	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1423	11	6	17	3	1	1	1	2	4	2	3	2	2	17	1	6	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1424	61	4	15	6	1	1	1	1	5	2	1	8	1	22	1	2	1	0	6	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1425	52	4	15	5	1	2	1	2	5	2	1	2	2	21	1	3	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
1426	21	3	17	4	1	1	1	2	4	2	2	2	2	23	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1427	31	1	17	2	1	2	1	1	1	1	1	1	1	29	1	1	1	0	3	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
1428	32	5	13	3	1	1	1	2	3	2	3	2	2	17	1	6	0	0	6	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
1429	51	3	13	3	1	1	2	1	6	2	3	2	1	15	1	2	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1430	71	2	15	3	4	2	2	2	6	2	1	9	2	22	2	3	0	0	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1431	42	3	14	4	1	1	1	1	4	2	3	2	1	15	1	8	0	0	6	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
1432	53	3	17	2	1	2	1	2	6	5	1	6	1	25	1	8	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1433	31	4	13	6	1	1	2	2	6	2	1	8	2	19	1	6	0	0	6	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1434	62	1	13	5	1	1	2	1	5	2	3	2	1	14	1	3	0	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1435	11	6	12	4	1	1	2	1	1	1	2	2	1	18	1	7	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1436	52	5	13	3	1	1	1	2	5	2	3	2	2	17	1	3	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
1437	51	5	13	3	1	2	1	1	6	2	3	2	1	15	1	3	0	0	6	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0
1438	32	1	14	5	1	1	1	1	1	1	1	1	2	 	1	7	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1439	11	6	14	3	1	1	1	2	6	2	1	9	2	 	1	3	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
1440	32	1	14	4	1	1	1	1	6	2	4	5	1	17	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1441	62	5	15	4	1	2	1	2	5	2	1	2	2	22	1	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1442	81	4	14	4	1	2	1	1	5	2	1	2	1	15	1	5	1	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1443	81	5	16	3	1	2	1	2	3	2	4	2	2	 	1	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1444	42	3	16	4	1	1	1	1	5	2	3	2	2	18	1	6	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1445	71	2	15	4	1	1	1	1	1	1	1	1	2	 	1	6	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
1446	21	2	13	2	1	2	1	1	4	2	4	2	1	15	1	4	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0
1447	71	2	13	5	1	2	1	1	2	1	2	2	1	21	1	8	0	0	5	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1448	11	6	14	2	1	1	1	1	2	2	2	2	2	14	1	3	0	0	6	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0
1449	81	4	14	4	1	1	1	2	2	3	2	6	1	22	1	2	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
1450	62	5	13	3	1	2	1	1	4	3	4	2	1	14	1	3	0	0	6	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1451	81	5	18	4	1	1	1	2	6	5	1	8	2	19	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1452	81	4	16	4	1	2	1	2	5	2	3	6	2	30	1	3	0	0	6	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1453	52	5	15	3	1	1	1	2	3	2	4	6	2	22	1	3	0	0	6	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
1454	62	4	21	1	1	1	1	2	6	5	4	8	1	21	1	3	0	0	6	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
1455	11	6	13	3	1	1	1	1	1	1	1	1	2	 	1	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1456	21	2	16	4	 	2	1	2	1	1	1	1	2	 	1	2	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1457	61	4	14	4	1	2	1	1	2	1	3	1	2	 	1	8	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1458	81	5	24	1	1	2	3	2	3	1	4	1	2	24	1	4	0	0	6	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1459	61	4	12	3	1	1	2	1	6	2	4	4	1	13	1	3	1	0	6	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0
1460	32	5	14	1	1	1	2	1	6	3	4	8	2	18	1	8	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
1461	32	2	13	4	1	1	2	2	2	1	3	1	2	13	1	6	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1462	51	1	15	4	1	2	1	2	2	1	3	1	2	 	1	6	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1463	11	6	13	3	1	2	3	1	3	1	2	2	2	19	2	5	1	0	2	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
1464	51	2	16	3	1	1	1	2	6	2	1	9	2	21	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1465	11	6	13	3	1	1	2	2	5	2	3	2	1	13	1	6	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1466	62	1	15	4	1	2	1	1	6	2	3	2	1	15	1	3	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1467	53	1	16	4	1	2	1	2	4	2	2	2	2	25	1	6	1	1	5	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1468	21	3	13	3	1	1	1	1	6	2	4	5	1	14	1	8	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1469	62	3	14	4	1	1	1	1	6	2	4	8	1	16	1	3	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
1470	11	6	17	2	1	1	3	2	1	3	3	1	2	 	1	1	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
1471	53	3	18	1	1	2	1	1	4	4	1	2	1	18	1	6	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1472	42	5	14	3	1	1	3	1	6	2	2	2	2	18	1	1	0	0	6	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
1473	72	4	13	5	1	1	2	1	1	1	3	1	2	 	1	6	0	0	6	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1474	71	4	14	4	1	2	1	1	1	1	3	1	2	 	1	6	0	0	6	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
1475	81	4	14	4	1	2	1	1	1	1	3	1	2	 	1	1	1	0	3	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0
1476	11	6	14	5	1	1	1	2	5	3	2	2	1	16	1	3	0	0	6	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
1477	41	4	14	3	1	2	1	2	4	2	1	8	2	21	1	6	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
1478	42	4	13	4	1	2	2	2	2	3	4	1	2	24	1	7	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0
1479	71	2	13	5	1	2	1	1	2	1	3	2	2	18	1	4	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1480	81	3	16	3	1	1	1	2	5	2	3	6	2	31	1	3	1	0	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
1481	42	1	17	3	1	2	1	2	1	1	3	1	2	 	1	2	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	1	0	0
1482	62	2	15	3	1	1	2	2	2	1	4	1	2	31	1	6	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
1483	53	1	15	4	1	1	1	1	1	1	1	1	2	 	1	1	0	0	6	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0
1484	72	2	12	6	1	1	2	2	3	2	4	6	2	31	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1485	31	2	15	4	2	2	1	2	4	2	2	6	2	20	1	3	0	0	6	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
1486	42	5	15	3	1	2	2	2	4	2	3	7	1	28	1	3	0	0	6	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0
1487	53	2	14	5	1	2	2	1	5	2	4	2	1	16	1	1	1	1	4	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0
1488	51	1	13	3	1	1	2	2	4	2	3	5	1	15	1	6	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
1489	81	1	15	4	1	2	1	2	5	2	1	2	2	21	1	4	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1490	62	2	12	5	1	1	2	1	6	2	4	2	1	14	1	8	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1491	81	4	14	3	1	1	2	2	6	2	1	2	2	25	1	3	1	0	2	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1492	21	4	13	3	1	1	1	1	6	2	4	2	1	15	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1493	32	3	13	4	1	1	2	1	5	2	3	2	1	15	1	6	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1494	21	3	18	3	1	1	3	2	4	4	3	2	1	18	1	3	0	0	6	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
1495	21	4	16	3	1	2	1	2	6	2	3	9	2	23	1	3	0	0	6	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1496	53	4	14	3	3	1	2	1	4	2	2	2	2	18	1	6	0	0	6	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
1497	81	5	18	2	1	1	1	2	5	4	3	9	1	18	1	3	1	0	6	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0
1498	81	2	13	5	1	1	2	2	2	1	4	2	1	23	1	6	1	0	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
1499	21	3	14	4	1	1	1	1	4	2	4	2	1	15	1	3	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
1500	52	2	13	4	1	1	1	2	2	1	4	1	2	 	1	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
1501	32	1	14	5	1	1	2	2	1	1	1	1	2	 	1	6	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1502	21	2	13	4	1	1	1	2	3	2	3	6	1	15	1	1	1	1	6	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
1503	81	4	16	1	1	2	1	1	3	1	2	7	1	16	1	5	1	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1504	81	5	16	3	2	1	1	1	3	2	2	2	1	19	1	6	0	0	6	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
1505	42	2	15	4	1	2	2	2	5	2	3	2	2	19	1	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1506	62	4	15	2	1	2	3	1	6	4	4	4	1	17	1	5	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1507	62	3	15	3	1	2	1	1	4	2	3	2	1	16	1	8	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1508	71	4	15	2	1	2	1	2	6	2	1	7	2	22	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1509	21	1	19	4	1	1	1	1	6	2	3	9	2	26	1	1	0	0	6	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
1510	11	6	17	3	1	1	3	2	5	2	3	2	1	17	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1511	31	2	13	6	1	1	1	1	6	2	4	2	1	15	1	3	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1512	31	2	15	4	1	2	2	1	5	4	2	5	1	15	1	8	0	0	5	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0
1513	11	6	11	4	1	2	2	1	1	1	3	1	1	28	1	5	0	0	3	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1514	61	4	15	5	1	2	1	2	4	2	2	2	2	23	1	3	1	0	1	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0
1515	11	6	14	2	1	2	1	1	6	2	2	9	2	18	1	4	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1516	62	3	16	2	2	2	1	2	6	2	2	9	2	21	1	1	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
1517	21	3	16	2	1	2	1	2	1	3	2	1	1	 	1	6	0	0	6	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
1518	51	4	17	3	1	2	3	2	2	1	3	1	1	 	1	2	0	0	5	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0
1519	42	3	12	5	1	2	2	1	1	1	3	4	1	19	1	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1520	42	3	16	3	1	2	2	2	2	3	2	6	1	21	1	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1521	41	4	15	3	1	1	2	1	4	2	3	2	1	16	1	3	0	0	6	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0
1522	21	4	13	3	1	2	2	2	3	2	3	6	2	21	1	3	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0
1523	71	1	16	4	1	2	1	1	1	1	3	1	2	 	1	8	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1524	31	4	13	3	1	2	1	2	4	1	1	2	2	15	1	2	0	0	6	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1525	53	1	14	3	1	2	1	1	3	2	2	2	1	18	1	1	1	0	2	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
1526	62	1	14	4	1	2	2	2	6	2	2	2	2	20	1	3	0	0	5	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
1527	81	5	14	2	1	2	1	2	3	2	4	2	1	17	1	6	0	0	6	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
1528	62	2	16	4	1	2	1	2	5	2	2	2	2	20	1	3	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1529	41	1	20	4	1	1	1	2	3	2	2	6	2	22	1	3	0	0	6	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
1530	53	3	15	4	1	1	3	2	5	2	3	2	2	20	1	3	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1531	21	3	14	2	1	2	1	2	3	1	4	4	1	15	1	6	0	0	6	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0
1532	11	6	15	3	1	2	3	2	5	2	1	2	2	18	1	3	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1533	81	2	15	5	1	2	1	2	4	2	3	2	2	19	1	2	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1534	32	1	14	3	1	1	1	2	5	2	4	2	1	15	1	3	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1535	11	6	13	2	1	1	1	1	2	3	3	2	1	15	1	6	0	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1536	52	4	14	3	1	2	1	2	4	2	1	8	2	18	1	6	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0
1537	81	5	15	4	1	2	1	1	2	1	3	1	2	 	1	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1538	53	4	13	4	1	2	2	1	5	2	4	2	2	15	1	4	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
1539	31	3	14	3	1	1	2	1	3	1	2	2	1	19	1	7	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0
1540	81	2	13	5	1	2	1	1	2	1	4	1	2	 	1	6	1	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0
1541	81	1	13	4	1	1	1	1	4	2	2	2	1	14	1	3	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
1542	62	2	14	4	1	2	1	1	1	1	2	1	1	 	1	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1543	72	4	13	3	1	1	2	2	6	4	3	2	1	19	1	6	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
1544	11	6	13	4	1	1	1	1	6	2	3	2	2	17	1	2	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1545	53	2	16	3	1	1	3	2	1	1	1	1	2	 	1	3	1	1	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
1546	62	1	17	5	1	1	2	1	1	1	1	1	2	 	1	6	1	1	6	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
1547	21	4	30	4	1	1	3	1	1	1	1	1	2	 	1	4	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1548	21	2	15	3	1	2	1	2	3	3	4	4	1	21	1	2	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
1549	52	3	14	3	1	2	1	2	3	1	3	6	1	22	1	3	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1550	42	4	14	5	2	2	1	2	6	5	1	2	2	23	2	3	1	1	5	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	0
1551	72	4	14	3	1	2	1	2	3	2	4	2	2	18	1	3	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1552	81	4	16	3	1	1	1	2	6	2	4	8	1	16	1	6	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
1553	61	1	16	3	2	1	1	2	3	1	1	2	1	20	1	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1554	21	2	15	3	1	2	1	1	4	3	1	2	1	16	1	6	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
1555	61	1	14	3	3	2	1	2	6	2	1	9	2	21	1	3	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
1556	62	4	12	5	1	1	2	2	2	3	3	1	1	 	1	3	1	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
1557	11	6	14	3	1	1	1	2	2	1	4	1	2	19	1	6	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0
1558	81	3	15	5	1	2	1	2	2	1	4	1	2	 	1	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
1559	31	2	12	7	 	2	2	1	2	1	1	7	2	 	1	5	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0
1560	81	5	13	2	1	1	2	2	3	2	4	2	1	15	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1561	81	2	15	2	1	2	1	1	3	3	2	2	1	17	1	4	0	0	6	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1562	42	5	19	1	1	2	1	2	6	5	4	4	1	19	1	6	0	0	6	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
1563	11	6	14	3	1	1	1	2	3	2	2	2	2	17	1	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1564	21	1	14	3	1	2	2	1	4	2	4	2	1	14	1	3	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1565	42	3	14	4	1	2	1	2	5	2	1	6	1	29	1	4	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1566	21	4	13	3	1	2	2	2	4	2	2	6	2	22	1	3	0	0	6	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0
1567	62	1	15	6	1	1	1	2	2	1	4	2	2	19	1	1	1	1	6	1	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
1568	53	3	17	4	1	2	1	2	5	4	3	2	1	17	1	6	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1569	71	2	15	3	1	2	1	1	6	2	3	2	2	19	1	6	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1570	51	1	14	5	1	1	2	1	6	2	2	9	1	20	1	2	1	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1571	81	4	19	4	1	2	1	1	2	1	1	1	2	 	1	5	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1572	52	5	13	5	1	1	2	1	6	2	4	8	1	15	1	8	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1573	11	6	20	2	1	2	3	2	1	1	2	2	2	 	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0
1574	72	3	13	2	2	2	2	2	6	2	4	2	2	16	1	6	0	0	6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1575	41	1	17	2	4	1	1	2	6	2	1	2	1	22	1	2	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1576	42	5	14	3	1	2	1	2	3	2	1	6	1	22	1	4	0	0	6	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1577	11	6	14	2	1	1	3	2	3	1	4	2	1	17	1	6	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
1578	42	5	16	4	1	2	1	1	3	2	2	2	1	19	1	5	0	0	6	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0
1579	52	3	14	5	1	1	2	1	4	2	4	2	1	16	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
1580	52	4	15	4	1	2	1	1	4	2	3	2	1	16	1	8	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
1581	42	4	14	3	1	2	2	2	5	2	4	2	1	17	1	3	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1582	21	4	12	4	2	1	2	1	6	2	4	9	2	19	1	5	1	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1
1583	42	1	16	3	1	2	1	2	2	3	2	6	2	22	1	3	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
1584	81	3	15	4	1	1	1	1	4	2	2	2	1	16	1	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1585	81	5	19	3	1	1	3	1	3	1	1	2	2	19	1	5	0	0	6	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
1586	72	4	15	4	1	1	1	1	1	1	1	1	2	 	1	3	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
1587	21	2	14	3	1	1	1	1	1	1	2	1	2	31	1	5	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1588	21	3	13	4	1	1	2	2	1	1	3	1	1	 	1	6	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
1589	21	4	13	4	1	2	1	1	5	2	3	2	1	16	1	6	0	0	1	1	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0
1590	62	5	14	4	1	1	2	1	1	1	3	2	2	21	1	1	0	0	6	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
1591	71	1	16	6	1	1	2	2	6	2	2	8	2	22	1	6	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
1592	71	5	14	3	1	1	1	1	1	1	1	1	2	 	1	8	1	0	5	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1593	32	3	14	4	1	1	1	1	4	2	4	2	1	15	1	3	1	0	2	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
1594	51	3	14	4	1	2	1	2	2	3	1	2	1	19	1	3	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	0
1595	42	1	17	3	1	1	1	2	1	1	3	1	2	 	1	1	0	0	6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1596	41	4	15	4	1	1	1	2	5	2	4	2	2	17	1	3	0	0	6	0	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0
