id	reg	vb	hinc	hmem	hint	fixline	hcar	sex	agecat	marits	red	empst	hhead	pinc	sim	seg_ls	dog	cat	q40_12	q34#11	q34#12	q34#13	q34#14	q34#15	q34#16	q34#17	q34#18	q34#19	q34#20	q34#21	q34#22	q34#23	q34#24	q34#25	q34#26	q34#27	q34#28	q34#29
569	52	4	12	5	1	1	2	1	1	1	2	1	2	 	1	7	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
570	52	3	12	6	1	1	2	2	1	1	2	1	2	 	1	6	0	0	6	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
571	81	4	14	3	1	1	1	1	6	2	4	9	1	18	1	3	0	0	6	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	0
572	53	3	14	5	1	2	1	2	5	2	3	2	2	17	1	2	0	0	1	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0
573	62	5	13	5	2	2	2	1	4	2	4	2	1	14	1	3	0	0	6	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
574	52	4	13	3	1	2	1	1	4	2	4	2	1	16	1	6	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0
575	53	2	14	4	1	1	2	1	4	2	1	2	1	16	1	6	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
576	42	4	13	4	1	2	1	2	6	2	4	2	1	16	1	6	0	0	6	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
577	62	2	15	2	1	2	1	2	3	2	3	6	2	21	1	3	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
578	32	5	16	3	1	1	3	1	1	1	1	1	2	 	1	7	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
579	62	3	14	7	1	1	3	1	6	2	4	2	1	15	1	1	0	0	6	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0
580	62	1	18	3	1	1	2	2	6	2	2	9	2	29	1	8	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
581	21	1	14	2	1	2	1	2	3	2	4	2	2	17	1	6	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
582	42	4	14	3	1	2	1	2	2	1	4	2	1	19	1	3	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
583	31	4	13	4	1	1	1	1	1	1	3	2	1	18	1	6	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
584	61	4	14	3	1	1	1	1	3	1	3	1	2	26	1	6	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
585	21	3	16	3	1	2	3	2	2	1	4	2	1	18	1	6	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
586	51	3	19	5	1	1	1	1	5	2	2	2	1	19	1	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
587	81	5	14	4	1	1	1	1	6	2	4	7	2	20	1	6	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
588	41	4	15	3	1	2	1	2	4	4	4	2	1	15	1	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
589	11	6	16	2	1	2	3	2	2	3	3	1	2	27	1	2	0	0	6	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
590	81	3	14	5	1	2	1	1	5	2	3	2	1	15	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591	31	1	14	4	1	1	2	1	1	1	1	1	2	 	1	6	1	1	3	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
592	32	1	14	5	1	1	1	1	4	2	3	4	1	16	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
593	52	5	15	2	1	2	2	2	3	3	3	2	2	19	1	3	0	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0
594	21	4	17	3	1	2	2	2	4	2	3	2	2	17	1	1	0	0	5	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1
595	51	3	19	3	1	2	1	2	1	1	1	1	2	 	1	3	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0
596	71	3	14	3	1	1	1	1	1	1	2	1	2	 	1	6	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0
597	42	4	14	3	1	2	1	2	2	3	2	6	2	20	1	6	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
598	32	2	12	4	1	2	2	1	1	1	3	1	1	 	1	5	1	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
599	11	6	14	5	1	1	3	2	3	2	3	6	2	 	1	2	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0
600	31	3	15	3	1	2	1	1	3	2	2	2	1	16	1	6	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
601	41	4	18	4	1	2	2	1	3	2	2	2	1	18	1	5	0	1	6	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
602	42	1	14	4	1	1	1	2	4	2	1	2	1	19	1	3	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0
603	11	6	13	3	1	1	1	1	5	2	4	2	1	13	1	2	0	0	6	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
604	31	5	14	5	1	2	1	1	1	1	2	1	2	 	1	7	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605	61	1	13	5	1	1	1	1	1	1	3	1	1	 	1	6	1	1	2	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
606	42	3	16	1	1	2	1	2	2	3	3	2	1	19	1	5	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0
607	11	6	16	3	1	2	1	1	6	3	3	2	1	16	1	3	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
608	42	5	17	4	1	2	3	2	5	4	2	7	1	18	1	3	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
609	21	2	15	3	1	1	3	2	4	2	3	2	2	15	1	3	0	0	6	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
610	81	5	16	3	1	2	3	2	6	2	1	7	2	27	1	2	0	0	6	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
611	81	2	13	5	1	1	2	2	6	5	1	8	1	22	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
612	72	3	17	2	1	2	1	2	4	2	2	6	2	22	1	3	0	0	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613	31	5	14	4	1	1	3	2	5	2	3	2	2	19	1	2	0	0	6	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
614	52	2	16	1	1	2	1	2	5	1	4	2	1	16	1	6	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
615	81	3	14	3	1	2	1	1	3	2	2	4	1	14	1	3	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616	21	4	12	4	1	2	2	2	5	2	2	2	2	17	1	3	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
617	11	6	15	3	1	1	1	1	4	2	2	2	1	19	1	4	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
618	81	4	14	3	1	2	1	1	3	2	1	2	1	17	1	3	0	0	6	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
619	32	2	14	5	1	2	1	1	1	1	3	1	1	 	1	6	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
620	62	5	12	6	1	1	1	2	6	5	3	9	2	21	1	6	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
621	32	5	13	4	1	2	2	1	2	1	2	2	2	19	1	3	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
622	42	2	16	3	1	1	3	2	3	1	2	6	1	19	1	3	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0
623	21	2	16	3	1	1	3	1	6	2	4	2	1	16	1	3	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
624	21	1	14	4	1	1	2	1	6	2	3	4	1	15	1	2	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
625	11	6	15	2	1	2	3	2	2	1	3	1	1	23	1	6	0	0	4	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
626	32	2	14	5	1	2	2	2	5	2	1	6	2	20	1	3	1	0	1	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0
627	81	5	13	3	1	2	1	1	5	3	3	2	1	14	1	3	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
628	31	1	12	4	1	2	2	2	6	2	2	2	2	21	1	3	1	0	4	0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	1
629	21	2	13	4	1	2	2	1	2	1	4	1	2	26	1	6	1	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
630	42	3	15	2	1	1	1	2	5	2	2	8	1	22	1	1	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
631	21	3	14	3	1	2	1	2	2	1	1	1	2	 	1	1	0	1	6	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
632	31	5	13	5	1	1	2	1	5	2	4	2	1	14	1	2	0	0	2	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1
633	51	3	15	3	1	1	1	2	1	1	3	1	1	 	1	2	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0
634	62	3	13	4	1	1	2	1	2	1	2	1	2	 	1	6	0	0	5	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0
635	11	6	13	4	1	1	2	1	1	1	2	1	2	31	1	3	1	1	4	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
636	81	3	16	1	1	1	1	2	6	2	3	9	1	21	1	6	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
637	62	1	14	3	1	2	1	1	6	2	3	9	1	19	2	8	1	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
638	42	4	15	2	1	2	1	1	3	3	2	2	2	19	1	4	1	0	6	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
639	81	5	14	4	1	1	3	1	2	1	3	1	2	 	1	6	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1
640	81	5	13	3	1	2	1	2	3	2	3	2	2	19	1	3	0	0	6	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
641	72	4	13	5	1	2	1	2	6	2	2	2	2	20	2	3	0	0	6	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0
642	42	5	14	2	1	1	1	1	6	2	4	8	2	17	1	6	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
643	31	5	14	2	1	2	1	2	3	3	3	2	1	17	1	6	0	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0
644	21	4	12	4	1	1	2	2	4	4	3	2	1	13	1	7	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
645	42	4	14	3	1	2	1	1	4	2	4	2	1	16	1	6	0	0	6	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0
646	51	1	15	5	2	2	2	1	3	3	2	2	1	17	1	6	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
647	21	1	13	3	1	1	2	2	6	2	2	9	1	20	1	2	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
648	81	2	14	5	1	1	1	1	4	2	2	2	1	17	1	8	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
649	51	1	15	5	1	2	2	1	3	1	1	2	2	16	1	6	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
650	72	1	15	4	1	2	1	1	2	1	3	1	1	30	1	6	0	1	2	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
651	42	5	16	2	1	2	1	2	6	2	2	2	2	22	1	3	0	0	6	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
652	42	2	14	5	1	2	1	2	2	1	3	1	2	 	1	7	1	0	6	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
653	51	5	16	3	1	1	1	2	4	3	3	6	2	19	1	6	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
654	52	5	14	4	1	1	1	2	6	2	3	2	2	17	1	2	0	1	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
655	71	2	14	4	1	1	2	1	1	1	1	1	2	31	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
656	11	6	13	5	1	1	3	2	1	3	2	1	1	 	1	3	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
657	21	2	15	1	1	1	3	2	6	2	3	2	1	15	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
658	81	4	17	2	1	2	3	1	6	3	1	7	2	27	1	4	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
659	42	3	14	3	1	1	1	1	6	2	4	5	1	14	1	8	0	0	6	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
660	72	3	17	4	1	2	1	1	2	1	2	4	2	19	2	2	1	1	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
661	42	3	13	6	1	1	2	2	2	1	2	2	2	20	1	8	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
662	62	4	16	3	1	2	3	2	5	4	2	2	1	20	1	2	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
663	51	3	15	2	1	2	3	1	6	1	1	2	1	18	1	7	0	1	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
664	31	5	17	4	1	2	1	2	4	2	2	2	2	20	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
665	31	4	15	4	 	2	2	1	6	2	2	8	1	 	1	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
666	52	4	15	3	1	2	1	2	5	2	1	2	2	22	1	3	0	0	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
667	11	6	16	1	1	1	1	2	6	5	2	9	1	21	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
668	51	4	13	4	1	1	2	1	2	1	3	4	2	 	1	6	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
669	31	4	14	4	1	1	2	1	2	1	3	1	1	31	1	2	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
670	42	3	17	4	1	2	1	2	1	1	1	1	2	 	1	2	0	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
671	62	3	13	4	1	2	1	2	4	2	1	2	1	18	1	3	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
672	11	6	11	6	1	1	2	2	3	2	4	2	1	14	1	6	0	1	6	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
673	11	6	18	3	1	2	2	1	1	1	1	1	2	 	1	3	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
674	81	5	13	4	1	1	2	2	5	2	3	2	2	19	1	3	0	0	6	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
675	81	5	19	1	5	2	1	2	6	5	4	2	2	25	1	3	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
676	81	4	15	5	1	2	1	1	4	2	2	7	2	29	1	1	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
677	32	5	13	5	1	1	2	1	6	2	2	2	1	25	1	6	1	1	3	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
678	31	1	21	4	1	1	3	2	2	1	2	6	2	31	1	5	1	0	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0
679	42	4	14	2	2	2	1	1	6	2	3	2	1	16	1	6	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0
680	11	6	15	2	1	2	1	1	4	3	2	2	1	15	1	3	0	0	1	0	0	0	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0
681	42	1	15	4	1	1	2	1	6	2	4	4	1	16	1	8	0	1	5	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
682	81	5	16	4	1	1	1	2	6	2	4	7	1	31	1	3	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
683	31	1	12	3	1	1	2	1	1	1	1	1	1	 	1	8	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
684	81	4	14	3	1	2	1	1	4	2	3	2	2	16	1	7	0	0	5	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
685	81	4	14	4	1	2	1	2	4	2	3	2	2	17	1	6	0	0	3	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
686	52	2	13	4	1	2	2	1	4	2	4	2	1	13	1	3	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
687	62	5	18	2	1	2	3	2	2	3	4	2	1	19	1	6	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
688	81	1	17	4	1	2	2	2	4	2	2	2	2	22	1	4	0	0	6	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
689	62	5	14	3	1	2	3	1	2	1	4	1	2	19	1	2	0	0	5	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0	0
690	61	4	13	4	1	1	1	2	2	1	4	1	2	 	1	1	0	0	6	0	0	0	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0
691	61	3	14	4	1	2	3	1	5	2	2	2	1	17	1	5	0	0	6	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0
692	32	4	15	4	1	2	2	2	3	2	3	2	1	 	1	3	1	0	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0
693	51	4	14	4	1	1	3	2	5	2	2	6	2	 	1	3	0	0	6	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
694	42	3	14	4	1	1	1	2	4	2	4	2	2	16	1	6	1	0	1	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0
695	81	1	14	4	1	2	2	2	5	2	1	2	2	22	1	3	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
696	51	4	15	4	1	2	3	2	3	2	4	6	2	22	1	6	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
697	52	3	13	4	1	2	1	1	5	2	4	2	1	14	1	4	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
698	42	4	15	3	1	1	2	1	6	2	4	2	1	15	1	6	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0
699	52	1	15	4	1	2	1	2	6	4	2	2	2	19	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
700	42	3	13	5	1	1	2	2	6	2	3	8	2	 	1	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
701	81	5	15	4	1	1	1	2	3	2	3	2	2	19	1	3	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
702	81	4	13	4	1	2	1	2	3	2	4	6	1	15	1	6	0	0	6	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
703	21	3	15	5	1	2	2	2	1	1	1	1	2	 	1	6	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
704	52	1	13	5	1	2	3	1	5	2	4	2	1	14	1	6	0	0	6	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
705	72	4	16	2	1	1	1	1	6	2	4	4	1	16	1	8	0	0	5	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0
706	62	5	17	2	3	2	1	1	6	2	3	2	1	18	1	2	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
707	72	2	15	4	1	2	1	2	2	1	4	1	2	 	1	8	0	1	2	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0
708	62	5	14	4	1	1	1	1	1	1	2	1	2	31	1	5	0	0	6	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
709	62	3	14	4	1	2	1	2	3	2	4	2	1	16	1	3	0	0	6	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
710	53	2	15	4	1	2	1	2	5	2	3	2	2	22	1	6	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	1	1
711	81	2	14	4	1	1	1	1	4	2	2	2	2	17	1	6	1	1	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
712	11	6	15	1	1	1	1	2	6	4	4	4	1	15	1	6	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0
713	31	3	15	2	1	1	1	1	6	2	4	8	1	18	1	6	0	0	6	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
714	21	1	15	4	1	2	1	2	4	2	1	2	2	22	1	2	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0
715	62	2	13	5	1	2	2	1	3	1	3	1	2	20	1	4	1	1	3	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
716	51	5	18	1	1	1	3	1	6	2	3	8	1	19	1	3	0	0	6	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0
717	11	6	16	2	1	1	1	1	6	4	2	7	2	22	1	4	0	0	6	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
718	71	3	14	4	1	2	1	1	6	2	3	2	2	 	1	6	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
719	71	3	15	3	1	1	3	1	1	1	1	1	2	 	1	8	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
720	53	3	17	4	1	2	1	2	3	1	1	6	2	19	1	1	0	0	6	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0
721	62	2	17	3	1	2	1	2	2	2	2	6	2	29	1	3	0	0	3	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
722	62	5	13	4	1	2	3	1	2	1	2	2	2	22	1	4	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
723	71	3	15	2	1	1	1	1	4	1	1	2	2	22	1	5	0	0	6	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0	1
724	81	4	14	4	1	2	2	2	2	1	4	1	2	31	1	2	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1
725	61	4	15	4	1	2	1	2	6	5	1	8	1	20	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
726	72	2	19	2	1	2	1	2	4	2	3	2	1	19	1	3	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
727	21	4	15	2	2	2	1	1	3	1	3	9	2	21	1	6	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728	11	6	13	4	1	1	1	1	4	2	3	2	1	15	1	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729	62	4	16	4	1	2	1	1	1	1	2	2	1	22	1	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
730	52	2	16	3	3	2	1	1	3	1	4	2	2	18	1	2	0	0	6	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
731	72	2	14	4	1	2	1	1	4	2	2	4	1	16	1	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
732	62	1	14	4	1	2	1	1	1	1	1	1	2	 	1	6	0	0	6	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
733	61	1	13	5	1	1	1	1	5	2	2	2	1	15	1	6	1	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
734	61	2	14	4	1	1	1	1	2	1	4	1	2	26	1	2	0	0	6	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0
735	72	2	13	4	1	2	1	1	5	2	4	2	1	14	1	3	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
736	42	5	14	3	1	1	1	1	2	1	2	2	1	19	1	3	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
737	42	4	14	2	1	1	1	1	5	1	4	2	1	 	1	3	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0
738	11	6	12	3	1	1	2	1	3	2	4	2	2	14	1	6	1	1	4	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0
739	81	4	17	3	1	1	3	2	5	2	3	4	2	22	1	3	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
740	32	2	17	2	1	2	1	2	6	2	1	9	2	22	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
741	11	6	15	4	1	1	1	2	1	1	1	1	2	 	1	6	0	1	2	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
742	81	5	15	4	1	1	1	2	4	2	4	7	2	15	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
743	21	2	13	4	1	2	2	2	2	1	4	1	1	30	1	6	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0
744	31	2	13	4	1	1	1	1	2	1	4	1	2	31	1	3	1	0	2	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0
745	72	4	13	4	1	1	2	1	2	1	2	2	2	 	1	2	1	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
